Idx,Sensor_008,Sensor_035,Sensor_038,Sensor_048,Sensor_050
20151124,57.25,44,27,24,33
20151124,45.5,35,18,20,26
20151124,48.25,54,16,21,36
20151124,58.75,60,40,44,51
20151124,66.75,61,49,54,67
20151124,90.5,63,84,63,118
20151124,119,94,114,72,112
20151124,155.5,121,126,88,144
20151124,138.5,93,115,110,187
20151124,117.75,80,99,104,163
20151124,92,81,83,94,129
20151124,62.5,84,86,90,129
20151124,86.75,72,77,81,105
20151124,81.25,73,69,73,99
20151124,81.75,62,64,72,103
20151124,78.5,55,61,65,93
20151124,85,70,66,66,92
20151124,91.25,77,95,77,97
20151124,89,72,93,83,87
20151124,95.25,78,87,74,111
20151124,93.5,79,88,75,100
20151124,82.75,60,70,65,90
20151125,58.75,49,40,47,60
20151125,27,27,13,19,17
20151125,21.25,29,10,14,16
20151125,27.75,26,10,15,14
20151125,21,19,6,11,12
20151125,27.5,17,6,8,13
20151125,40.75,23,14,22,41
20151125,64.75,51,44,46,87
20151125,89.5,70,80,67,104
20151125,97.75,67,72,66,112
20151125,67,49,42,51,78
20151125,51.25,43,43,49,64
20151125,46.5,40,34,44,57
20151125,46.25,39,33,41,55
20151125,49.25,37,34,46,68
20151125,50.25,45,34,47,57
20151125,54,53,46,51,65
20151125,67.75,43,64,60,89
20151125,70.25,55,49,58,77
20151125,69.25,37,48,63,82
20151125,53,43,55,68,70
20151125,41.75,30,55,57,45
20151125,34.75,34,34,57,35
20151125,38.25,34,29,49,43
20151126,35.75,37,22,34,37
20151126,37,28,15,32,33
20151126,23.25,24,9,17,20
20151126,21.25,26,13,21,23
20151126,30.5,29,10,17,22
20151126,51,43,24,30,52
20151126,74,63,62,58,82
20151126,101.25,91,98,76,117
20151126,133.75,107,178,115,167
20151126,153,152,176,147,152
20151126,113.25,125,104,112,161
20151126,95.25,85,76,78,87
20151126,94,95,83,89,88
20151126,46.5,67,57,49,45
20151126,37.25,62,52,35,46
20151126,37.25,62,55,30,37
20151126,42.75,64,64,29,44
20151126,55.75,81,80,47,62
20151126,73.75,79,84,59,79
20151126,94.5,88,106,72,98
20151126,92.75,101,103,70,79
20151126,60.5,88,80,62,57
20151126,40.75,66,47,36,39
20151126,31.25,49,31,23,34
20151127,23.25,39,34,19,25
20151127,19,32,17,9,13
20151127,19.25,39,20,20,13
20151127,17.5,44,17,25,20
20151127,26.25,41,17,23,17
20151127,40.75,45,30,29,33
20151127,63,61,55,50,73
20151127,98,68,102,66,127
20151127,127.75,107,138,104,156
20151127,119.25,122,122,107,111
20151127,117.5,109,114,121,102
20151127,89.75,78,114,102,74
20151127,72,68,52,78,71
20151127,58.5,38,35,57,58
20151127,54.25,38,40,57,71
20151127,57.25,44,46,51,67
20151127,53.75,63,57,58,39
20151127,61.5,68,74,51,59
20151127,58,71,90,47,58
20151127,59,76,85,51,63
20151127,69.75,85,99,48,72
20151127,74.25,100,111,62,83
20151127,82,105,110,65,69
20151127,93.25,101,108,81,83
20151128,97.75,94,105,77,104
20151128,97,82,95,84,104
20151128,90.75,70,99,77,93
20151128,87.25,59,84,70,82
20151128,84.75,48,81,67,84
20151128,76.25,42,60,69,80
20151128,68.5,48,59,63,67
20151128,75.25,50,65,65,80
20151128,77.5,53,76,66,84
20151128,92,71,68,60,97
20151128,82.25,74,67,61,73
20151128,78.75,56,49,55,65
20151128,61.75,47,46,45,44
20151128,33,49,40,30,33
20151128,33.5,41,39,21,36
20151128,32.5,36,24,22,27
20151128,29.25,54,35,15,25
20151128,40.25,68,54,20,32
20151128,56.25,75,84,38,63
20151128,62,70,64,45,54
20151128,51.75,60,45,34,32
20151128,50.5,69,54,42,38
20151128,45,70,49,46,33
20151128,41,59,52,36,34
20151129,39.25,50,45,35,41
20151129,37.25,55,45,36,35
20151129,40,51,42,30,24
20151129,30.25,41,31,20,19
20151129,28.5,39,25,17,18
20151129,26.75,35,19,14,18
20151129,29,41,26,16,22
20151129,36.75,42,26,25,34
20151129,45.5,43,36,31,43
20151129,41.5,51,46,29,33
20151129,39,51,52,38,31
20151129,41.25,55,59,48,34
20151129,51,63,52,58,65
20151129,53.75,61,54,63,62
20151129,61.75,69,68,76,67
20151129,69.5,81,68,85,78
20151129,72.5,85,80,91,85
20151129,90.5,89,94,88,97
20151129,103.75,91,125,81,123
20151129,111,85,138,83,124
20151129,118.5,118,169,91,131
20151129,128.75,122,172,98,136
20151129,117.75,96,161,96,121
20151129,82.25,86,137,74,85
20151130,64.75,75,90,53,74
20151130,57.5,74,55,37,54
20151130,43.5,57,44,25,38
20151130,38.25,49,30,22,32
20151130,34,46,36,19,33
20151130,40,48,53,21,57
20151130,51.75,44,59,31,48
20151130,79.75,54,124,57,64
20151130,95.5,86,120,67,73
20151130,79.25,92,119,63,63
20151130,79,98,79,63,61
20151130,68,105,68,55,45
20151130,66.25,99,79,52,46
20151130,74.25,106,87,62,73
20151130,82,97,84,82,100
20151130,82.5,111,105,91,77
20151130,91.75,103,110,86,94
20151130,123.25,111,147,90,112
20151130,150.75,140,242,117,137
20151130,159.25,153,291,131,138
20151130,163.25,166,274,130,147
20151130,137.5,140,257,123,123
20151130,109.25,129,229,105,110
20151130,87,108,149,74,86
2015121,66.25,82,79,47,49
2015121,56,71,73,34,47
2015121,50.25,70,79,29,48
2015121,41.5,57,64,28,42
2015121,37,56,67,23,35
2015121,39.75,59,54,19,37
2015121,56.75,64,67,26,53
2015121,80.5,73,97,58,74
2015121,98.25,85,108,69,85
2015121,98.5,121,101,79,82
2015121,79.5,128,90,73,55
2015121,75.75,117,86,66,50
2015121,77.25,111,85,76,49
2015121,71.75,92,72,60,44
2015121,68,81,56,63,52
2015121,95.5,93,95,96,105
2015121,117.25,100,118,98,133
2015121,131.25,114,134,98,124
2015121,135.75,123,149,103,134
2015121,155.75,118,150,114,166
2015121,145.75,100,130,97,135
2015121,137.5,111,120,83,125
2015121,114.5,117,112,79,110
2015121,122.25,112,93,70,94
2015122,136.25,99,99,73,118
2015122,150.5,109,101,102,133
2015122,118.75,92,101,97,80
2015122,100,88,94,79,73
2015122,76.75,73,78,65,66
2015122,70.25,59,73,54,72
2015122,66.5,60,74,54,62
2015122,88.75,78,92,67,85
2015122,97.5,91,118,84,76
2015122,94.75,106,107,75,76
2015122,85.25,120,92,70,67
2015122,72.25,89,74,73,62
2015122,81.5,98,109,90,92
2015122,99.25,87,83,91,110
2015122,96,80,83,89,105
2015122,97,91,91,93,97
2015122,108.75,93,99,97,118
2015122,120.75,107,115,98,116
2015122,138.75,121,120,119,139
2015122,150,113,135,104,137
2015122,160,131,182,103,153
2015122,164.75,152,175,108,139
2015122,156.5,133,140,96,121
2015122,144,146,142,125,135
2015123,103.5,99,143,101,96
2015123,91.5,85,105,85,83
2015123,74.5,74,81,62,59
2015123,60.75,63,63,43,47
2015123,56.75,59,59,39,48
2015123,51.25,56,56,32,45
2015123,54.5,53,66,37,48
2015123,72.5,62,105,55,65
2015123,87.75,89,132,64,85
2015123,80,110,91,65,62
2015123,68.75,96,82,59,48
2015123,64.75,105,77,57,45
2015123,66.75,80,71,62,48
2015123,70.5,81,77,73,66
2015123,90,72,82,86,103
2015123,85,72,71,80,85
2015123,85.5,75,69,84,97
2015123,99,79,93,80,110
2015123,120.75,93,142,87,139
2015123,132,94,163,97,142
2015123,137.5,133,207,120,143
2015123,157.5,152,219,131,164
2015123,166,143,200,124,174
2015123,125.25,105,182,95,113
2015124,89.25,85,130,70,85
2015124,70.5,74,80,53,60
2015124,61.5,68,77,45,53
2015124,57.5,64,65,46,51
2015124,51.5,56,63,39,45
2015124,50.5,51,58,34,41
2015124,54.25,52,61,37,47
2015124,68.5,62,93,45,56
2015124,85.25,87,118,56,69
2015124,92.75,107,104,64,79
2015124,78,113,84,62,56
2015124,67.25,92,76,54,52
2015124,70,106,88,61,61
2015124,77.25,113,92,70,71
2015124,87,117,91,84,101
2015124,88.75,118,110,103,73
2015124,105.25,105,131,117,110
2015124,117,104,141,107,116
2015124,136,111,204,125,161
2015124,140.75,131,210,125,158
2015124,154.75,153,217,148,178
2015124,165.25,156,239,163,196
2015124,162,131,212,161,159
2015124,189.25,110,156,159,162
2015125,154.25,92,169,131,158
2015125,119,81,190,94,109
2015125,80,73,118,62,70
2015125,65.75,64,85,49,56
2015125,59.75,53,81,43,48
2015125,55,54,67,39,46
2015125,54.5,54,63,37,44
2015125,51.75,53,56,37,44
2015125,55.75,64,62,42,54
2015125,54,61,61,43,46
2015125,49.5,62,45,41,36
2015125,54.25,70,55,52,42
2015125,48.5,66,66,57,38
2015125,54.5,71,72,64,42
2015125,66.25,62,71,68,69
2015125,65.75,61,59,63,67
2015125,64.75,61,54,71,75
2015125,85,73,80,72,98
2015125,107.75,94,146,82,147
2015125,125.75,105,187,110,132
2015125,129,142,201,98,106
2015125,135,133,169,102,114
2015125,114.75,116,156,85,101
2015125,85.25,94,117,64,73
2015126,66,72,85,50,59
2015126,62.5,71,107,48,64
2015126,59,64,90,45,60
2015126,50,62,63,37,48
2015126,42,54,50,28,32
2015126,33,50,38,26,22
2015126,36.25,51,46,31,33
2015126,46.25,46,52,37,45
2015126,48.75,43,61,38,45
2015126,41.25,52,39,32,28
2015126,39,51,40,26,28
2015126,33.25,47,38,25,29
2015126,30.25,43,39,23,19
2015126,37,48,35,25,36
2015126,38,48,33,31,25
2015126,37.75,49,45,43,35
2015126,37.25,42,45,39,35
2015126,51,50,56,41,50
2015126,74,68,78,56,72
2015126,87.75,79,113,68,95
2015126,97,93,148,78,109
2015126,95.25,108,114,72,97
2015126,102.5,97,99,74,96
2015126,89,85,119,68,92
2015127,75.5,78,89,60,80
2015127,65,66,45,53,55
2015127,51,51,36,43,37
2015127,40.5,44,21,29,29
2015127,38.25,42,21,30,31
2015127,37.5,38,23,26,30
2015127,41.25,45,29,32,37
2015127,56.25,66,51,54,55
2015127,64,64,73,54,63
2015127,47.75,67,66,52,68
2015127,65.25,65,52,49,58
2015127,56.25,52,33,43,39
2015127,42,52,40,34,25
2015127,37.75,60,45,51,28
2015127,41.75,65,56,45,33
2015127,54.75,65,51,45,45
2015127,61,75,67,45,52
2015127,66.75,72,74,44,66
2015127,73,77,86,53,75
2015127,79.75,78,86,56,78
2015127,77.25,75,74,52,71
2015127,80.75,72,57,55,71
2015127,77.5,74,58,55,68
2015127,68.5,68,63,48,66
2015128,59.75,60,57,44,54
2015128,50.5,53,50,38,43
2015128,52,46,48,36,37
2015128,49.75,53,43,32,43
2015128,37.75,41,27,25,29
2015128,34,39,36,21,32
2015128,37.25,39,46,24,36
2015128,41,44,44,29,35
2015128,40.75,41,36,28,34
2015128,38.5,42,41,30,35
2015128,41.25,47,42,33,31
2015128,38.5,54,45,39,30
2015128,41,58,60,46,35
2015128,55.75,62,65,60,62
2015128,58.25,63,60,68,69
2015128,67,66,56,65,70
2015128,76.5,68,64,63,79
2015128,77.25,78,85,60,70
2015128,96,86,103,64,105
2015128,96.25,88,98,69,90
2015128,92.25,94,98,65,68
2015128,90.75,96,99,68,81
2015128,75.5,78,85,59,75
2015128,70.75,69,84,54,71
2015129,59.25,64,78,45,58
2015129,46.25,55,48,34,44
2015129,37.25,38,27,25,31
2015129,21.75,37,17,17,18
2015129,14.5,35,12,13,10
2015129,15.5,37,10,10,12
2015129,27.5,38,20,17,24
2015129,55.5,64,50,39,45
2015129,67.5,72,69,53,54
2015129,60.25,63,66,49,43
2015129,42.75,54,53,36,30
2015129,31.5,50,47,26,22
2015129,32.5,55,42,25,21
2015129,34.25,57,40,28,26
2015129,34.25,58,41,34,21
2015129,39.25,51,48,40,30
2015129,53.75,57,65,51,47
2015129,86.25,79,100,58,75
2015129,98.75,92,127,66,94
2015129,107.5,103,125,72,100
2015129,117.25,117,163,75,90
2015129,116.5,117,143,100,116
2015129,97,98,109,83,96
2015129,96,90,102,74,82
20151210,85.5,80,91,66,83
20151210,76.75,62,84,62,85
20151210,66.5,54,68,55,71
20151210,62.25,52,63,50,64
20151210,50.5,59,54,45,48
20151210,40.25,45,37,29,33
20151210,48,44,44,30,46
20151210,62,58,52,44,55
20151210,78.75,68,79,54,69
20151210,77.75,85,75,56,65
