,Idx,Mean_S008,Mean_S035,Mean_S038,Mean_S048,Mean_S050
36483,20180301,13.0,26.0,11.0,13.0,9.0
36484,20180301,16.0,28.0,13.0,13.0,13.0
36485,20180301,19.0,31.0,20.0,18.0,16.0
36486,20180301,32.0,33.0,27.0,32.0,24.0
36487,20180301,51.0,49.0,50.0,52.0,53.0
36488,20180301,62.0,59.0,66.0,65.0,60.0
36489,20180301,67.0,53.0,49.0,67.0,47.0
36490,20180301,54.0,49.0,46.0,60.0,41.0
36491,20180301,43.0,46.0,45.0,45.0,48.0
36492,20180301,56.0,56.0,54.0,56.0,59.0
36493,20180301,54.0,53.0,53.0,61.0,74.0
36494,20180301,66.0,59.0,54.0,73.0,78.0
36495,20180301,49.0,53.0,40.0,52.0,63.0
36496,20180301,63.0,36.0,48.0,57.0,77.0
36497,20180301,53.0,33.0,34.0,47.0,56.0
36498,20180301,56.0,29.0,29.0,48.0,43.0
36499,20180301,54.0,27.0,28.0,46.0,45.0
36500,20180301,50.0,26.0,25.0,42.0,35.0
36501,20180301,58.0,33.0,29.0,49.0,43.0
36502,20180301,44.0,26.0,17.0,29.0,25.0
36503,20180301,40.0,23.0,9.0,18.0,20.0
36504,20180302,34.0,19.0,10.0,17.0,15.0
36505,20180302,35.0,20.0,8.0,16.0,13.0
36506,20180302,25.0,19.0,7.0,14.0,11.0
36507,20180302,21.0,17.0,7.0,12.0,11.0
36508,20180302,24.0,17.0,8.0,14.0,12.0
36509,20180302,22.0,22.0,13.0,19.0,19.0
36510,20180302,44.0,32.0,25.0,42.0,39.0
36511,20180302,73.0,63.0,58.0,71.0,78.0
36512,20180302,99.0,85.0,89.0,89.0,86.0
36513,20180302,85.0,79.0,72.0,81.0,75.0
36514,20180302,60.0,57.0,50.0,59.0,45.0
36515,20180302,59.0,64.0,60.0,60.0,59.0
36516,20180302,65.0,76.0,61.0,66.0,50.0
36517,20180302,81.0,70.0,64.0,63.0,46.0
36518,20180302,88.0,87.0,72.0,62.0,58.0
36519,20180302,102.0,90.0,101.0,76.0,78.0
36520,20180302,100.0,86.0,88.0,81.0,103.0
36521,20180302,101.0,84.0,89.0,69.0,83.0
36522,20180302,114.0,96.0,99.0,90.0,77.0
36523,20180302,118.0,96.0,101.0,96.0,90.0
36524,20180302,122.0,97.0,105.0,106.0,104.0
36525,20180302,92.0,77.0,85.0,90.0,95.0
36526,20180302,55.0,39.0,29.0,45.0,43.0
36527,20180302,56.0,38.0,15.0,32.0,30.0
36528,20180303,35.0,27.0,11.0,22.0,21.0
36529,20180303,36.0,24.0,8.0,17.0,20.0
36530,20180303,28.0,21.0,7.0,16.0,17.0
36531,20180303,23.0,21.0,5.0,13.0,12.0
36532,20180303,34.0,18.0,8.0,15.0,16.0
36533,20180303,28.0,26.0,6.0,16.0,15.0
36534,20180303,25.0,23.0,6.0,19.0,17.0
36535,20180303,27.0,21.0,9.0,21.0,15.0
36536,20180303,35.0,22.0,13.0,22.0,21.0
36537,20180303,47.0,31.0,16.0,29.0,31.0
36538,20180303,43.0,30.0,18.0,28.0,29.0
36539,20180303,42.0,26.0,20.0,29.0,24.0
36540,20180303,36.0,24.0,20.0,32.0,33.0
36541,20180303,37.0,23.0,19.0,31.0,34.0
36542,20180303,39.0,24.0,22.0,36.0,45.0
36543,20180303,39.0,26.0,19.0,33.0,30.0
36544,20180303,48.0,27.0,25.0,38.0,39.0
36545,20180303,58.0,42.0,42.0,60.0,65.0
36546,20180303,78.0,53.0,63.0,78.0,92.0
36547,20180303,85.0,73.0,84.0,84.0,84.0
36548,20180303,94.0,70.0,64.0,80.0,79.0
36549,20180303,53.0,56.0,55.0,52.0,58.0
36550,20180303,42.0,51.0,51.0,41.0,55.0
36551,20180303,26.0,43.0,36.0,28.0,37.0
36552,20180304,25.0,34.0,24.0,28.0,33.0
36553,20180304,26.0,33.0,21.0,25.0,29.0
36554,20180304,25.0,27.0,18.0,22.0,25.0
36555,20180304,21.0,24.0,11.0,20.0,21.0
36556,20180304,20.0,24.0,10.0,18.0,19.0
36557,20180304,20.0,27.0,13.0,18.0,20.0
36558,20180304,19.0,26.0,11.0,17.0,16.0
36559,20180304,49.0,35.0,15.0,19.0,24.0
36560,20180304,56.0,45.0,36.0,44.0,34.0
36561,20180304,52.0,45.0,45.0,56.0,52.0
36562,20180304,46.0,44.0,37.0,50.0,43.0
36563,20180304,42.0,31.0,26.0,30.0,36.0
36564,20180304,37.0,27.0,21.0,24.0,32.0
36565,20180304,32.0,21.0,22.0,21.0,46.0
36566,20180304,30.0,24.0,16.0,21.0,31.0
36567,20180304,31.0,26.0,12.0,19.0,27.0
36568,20180304,29.0,23.0,16.0,23.0,33.0
36569,20180304,41.0,25.0,25.0,32.0,44.0
36570,20180304,52.0,36.0,39.0,45.0,58.0
36571,20180304,57.0,48.0,58.0,60.0,81.0
36572,20180304,64.0,52.0,54.0,55.0,69.0
36573,20180304,66.0,59.0,52.0,64.0,59.0
36574,20180304,29.0,35.0,27.0,31.0,34.0
36575,20180304,34.0,36.0,27.0,32.0,35.0
36576,20180305,21.0,27.0,18.0,20.0,19.0
36577,20180305,20.0,21.0,8.0,12.0,12.0
36578,20180305,17.0,18.0,5.0,10.0,9.0
36579,20180305,13.0,17.0,4.0,7.0,6.0
36580,20180305,15.0,21.0,4.0,7.0,6.0
36581,20180305,19.0,18.0,7.0,10.0,11.0
36582,20180305,32.0,23.0,10.0,25.0,23.0
36583,20180305,66.0,32.0,28.0,56.0,59.0
36584,20180305,83.0,51.0,58.0,77.0,92.0
36585,20180305,82.0,71.0,73.0,81.0,85.0
36586,20180305,72.0,64.0,51.0,72.0,73.0
36587,20180305,63.0,60.0,58.0,73.0,69.0
36588,20180305,56.0,48.0,49.0,61.0,68.0
36589,20180305,66.0,42.0,48.0,55.0,63.0
36590,20180305,61.0,38.0,30.0,46.0,56.0
36591,20180305,63.0,32.0,29.0,40.0,45.0
36592,20180305,59.0,32.0,32.0,41.0,53.0
36593,20180305,72.0,36.0,39.0,54.0,63.0
36594,20180305,80.0,44.0,47.0,61.0,71.0
36595,20180305,90.0,51.0,55.0,65.0,73.0
36596,20180305,84.0,44.0,44.0,56.0,72.0
36597,20180305,70.0,39.0,35.0,51.0,60.0
36598,20180305,60.0,29.0,21.0,34.0,52.0
36599,20180305,46.0,28.0,18.0,25.0,29.0
36600,20180306,27.0,23.0,9.0,18.0,20.0
36601,20180306,25.0,23.0,8.0,18.0,12.0
36602,20180306,20.0,19.0,6.0,13.0,8.0
36603,20180306,19.0,18.0,7.0,12.0,7.0
36604,20180306,17.0,16.0,6.0,10.0,8.0
36605,20180306,20.0,16.0,7.0,13.0,9.0
36606,20180306,40.0,22.0,13.0,27.0,26.0
36607,20180306,71.0,37.0,35.0,59.0,65.0
36608,20180306,81.0,51.0,52.0,66.0,80.0
36609,20180306,84.0,66.0,63.0,79.0,79.0
36610,20180306,77.0,70.0,70.0,77.0,88.0
36611,20180306,72.0,61.0,51.0,63.0,70.0
36612,20180306,61.0,45.0,35.0,41.0,41.0
36613,20180306,63.0,40.0,40.0,47.0,60.0
36614,20180306,50.0,38.0,29.0,40.0,52.0
36615,20180306,46.0,32.0,28.0,37.0,37.0
36616,20180306,61.0,34.0,28.0,42.0,45.0
36617,20180306,60.0,34.0,34.0,43.0,50.0
36618,20180306,70.0,42.0,43.0,58.0,59.0
36619,20180306,87.0,51.0,69.0,73.0,104.0
36620,20180306,90.0,52.0,85.0,84.0,118.0
36621,20180306,70.0,56.0,56.0,59.0,65.0
36622,20180306,60.0,52.0,39.0,44.0,40.0
36623,20180306,57.0,46.0,24.0,27.0,35.0
36624,20180307,41.0,35.0,17.0,21.0,16.0
36625,20180307,38.0,30.0,16.0,16.0,19.0
36626,20180307,28.0,24.0,11.0,13.0,13.0
36627,20180307,34.0,23.0,12.0,12.0,13.0
36628,20180307,21.0,30.0,15.0,16.0,14.0
36629,20180307,28.0,24.0,10.0,8.0,14.0
36630,20180307,51.0,34.0,18.0,23.0,46.0
36631,20180307,78.0,49.0,57.0,66.0,85.0
36632,20180307,101.0,67.0,59.0,68.0,81.0
36633,20180307,78.0,62.0,61.0,50.0,65.0
36634,20180307,61.0,56.0,39.0,45.0,54.0
36635,20180307,50.0,39.0,29.0,32.0,44.0
36636,20180307,42.0,32.0,24.0,30.0,39.0
36637,20180307,44.0,30.0,25.0,31.0,39.0
36638,20180307,40.0,31.0,23.0,32.0,37.0
36639,20180307,39.0,28.0,25.0,34.0,39.0
36640,20180307,46.0,26.0,25.0,37.0,37.0
36641,20180307,60.0,32.0,40.0,50.0,57.0
36642,20180307,72.0,47.0,55.0,67.0,81.0
36643,20180307,76.0,55.0,57.0,70.0,65.0
36644,20180307,75.0,64.0,59.0,73.0,55.0
36645,20180307,64.0,56.0,40.0,57.0,54.0
36646,20180307,62.0,49.0,53.0,57.0,47.0
36647,20180307,62.0,61.0,62.0,61.0,61.0
36648,20180308,47.0,50.0,44.0,49.0,52.0
36649,20180308,31.0,44.0,25.0,27.0,21.0
36650,20180308,20.0,26.0,12.0,16.0,10.0
36651,20180308,16.0,24.0,10.0,13.0,9.0
36652,20180308,22.0,31.0,11.0,9.0,10.0
36653,20180308,22.0,29.0,13.0,11.0,14.0
36654,20180308,39.0,40.0,34.0,19.0,24.0
36655,20180308,72.0,53.0,67.0,36.0,46.0
36656,20180308,87.0,68.0,74.0,55.0,61.0
36657,20180308,82.0,78.0,85.0,51.0,50.0
36658,20180308,70.0,82.0,58.0,51.0,40.0
36659,20180308,75.0,76.0,72.0,63.0,47.0
36660,20180308,82.0,69.0,61.0,72.0,83.0
36661,20180308,78.0,66.0,60.0,69.0,73.0
36662,20180308,76.0,65.0,70.0,71.0,80.0
36663,20180308,68.0,51.0,44.0,53.0,66.0
36664,20180308,61.0,47.0,33.0,46.0,68.0
36665,20180308,72.0,53.0,46.0,63.0,74.0
36666,20180308,41.0,40.0,70.0,59.0,91.0
36667,20180308,69.0,67.0,80.0,71.0,94.0
36668,20180308,92.0,82.0,99.0,94.0,105.0
36669,20180308,96.0,82.0,96.0,96.0,114.0
36670,20180308,91.0,79.0,88.0,95.0,107.0
36671,20180308,92.0,77.0,87.0,87.0,100.0
36672,20180309,85.0,74.0,80.0,74.0,92.0
36673,20180309,81.0,70.0,54.0,57.0,57.0
36674,20180309,66.0,56.0,42.0,56.0,57.0
36675,20180309,50.0,55.0,56.0,61.0,57.0
36676,20180309,47.0,46.0,43.0,48.0,57.0
36677,20180309,43.0,44.0,34.0,45.0,57.0
36678,20180309,48.0,32.0,23.0,37.0,57.0
36679,20180309,67.0,39.0,43.0,64.0,57.0
36680,20180309,90.0,73.0,83.0,88.0,57.0
36681,20180309,96.0,79.0,90.0,84.0,57.0
36682,20180309,67.0,70.0,63.0,65.0,57.0
36683,20180309,59.0,60.0,54.0,62.0,57.0
36684,20180309,61.0,52.0,52.0,57.0,57.0
36685,20180309,60.0,59.0,52.0,60.0,57.0
36686,20180309,60.0,56.0,57.0,67.0,57.0
36687,20180309,55.0,52.0,69.0,55.0,57.0
36688,20180309,56.0,57.0,57.0,58.0,57.0
36689,20180309,57.0,57.0,62.0,59.0,57.0
36690,20180309,54.0,50.0,54.0,56.0,57.0
36691,20180309,47.0,50.0,49.0,49.0,45.0
36692,20180309,43.0,51.0,49.0,47.0,45.0
36693,20180309,48.0,43.0,42.0,51.0,53.0
36694,20180309,52.0,44.0,44.0,54.0,57.0
36695,20180309,53.0,52.0,45.0,57.0,48.0
36696,20180310,42.0,42.0,34.0,48.0,45.0
36697,20180310,28.0,39.0,33.0,29.0,30.0
36698,20180310,25.0,35.0,23.0,26.0,23.0
36699,20180310,23.0,30.0,15.0,26.0,22.0
36700,20180310,21.0,30.0,19.0,22.0,17.0
36701,20180310,27.0,35.0,19.0,24.0,19.0
36702,20180310,28.0,33.0,15.0,30.0,23.0
36703,20180310,33.0,39.0,25.0,35.0,28.0
36704,20180310,39.0,40.0,34.0,45.0,43.0
36705,20180310,59.0,35.0,21.0,37.0,39.0
36706,20180310,66.0,41.0,39.0,55.0,65.0
36707,20180310,78.0,55.0,56.0,73.0,71.0
36708,20180310,65.0,50.0,51.0,60.0,70.0
36709,20180310,53.0,51.0,51.0,57.0,63.0
36710,20180310,56.0,40.0,45.0,49.0,68.0
36711,20180310,44.0,38.0,34.0,39.0,47.0
36712,20180310,25.0,33.0,24.0,31.0,31.0
36713,20180310,31.0,34.0,29.0,37.0,44.0
36714,20180310,53.0,30.0,32.0,47.0,53.0
36715,20180310,64.0,43.0,36.0,59.0,68.0
36716,20180310,84.0,63.0,72.0,80.0,86.0
36717,20180310,73.0,64.0,68.0,80.0,75.0
36718,20180310,67.0,66.0,63.0,68.0,69.0
36719,20180310,51.0,44.0,29.0,42.0,50.0
36720,20180311,33.0,26.0,15.0,25.0,34.0
36721,20180311,31.0,30.0,19.0,31.0,30.0
36722,20180311,30.0,27.0,15.0,24.0,26.0
36723,20180311,24.0,17.0,8.0,18.0,16.0
36724,20180311,21.0,16.0,6.0,15.0,14.0
36725,20180311,18.0,23.0,6.0,16.0,14.0
36726,20180311,19.0,23.0,9.0,18.0,15.0
36727,20180311,23.0,19.0,9.0,16.0,12.0
36728,20180311,19.0,20.0,10.0,18.0,14.0
36729,20180311,20.0,17.0,9.0,15.0,12.0
36730,20180311,21.0,17.0,10.0,17.0,18.0
36731,20180311,25.0,20.0,12.0,20.0,20.0
36732,20180311,26.0,19.0,16.0,22.0,23.0
36733,20180311,28.0,19.0,16.0,23.0,30.0
36734,20180311,34.0,22.0,22.0,26.0,36.0
36735,20180311,31.0,20.0,15.0,20.0,27.0
36736,20180311,31.0,21.0,13.0,22.0,27.0
36737,20180311,30.0,19.0,13.0,21.0,28.0
36738,20180311,37.0,21.0,19.0,31.0,33.0
36739,20180311,46.0,25.0,23.0,39.0,44.0
36740,20180311,46.0,26.0,22.0,39.0,42.0
36741,20180311,38.0,22.0,18.0,30.0,33.0
36742,20180311,31.0,21.0,12.0,22.0,24.0
36743,20180311,24.0,16.0,7.0,15.0,16.0
36744,20180312,17.0,16.0,5.0,9.0,8.0
36745,20180312,17.0,14.0,4.0,7.0,5.0
36746,20180312,12.0,16.0,5.0,4.0,4.0
36747,20180312,10.0,11.0,5.0,4.0,3.0
36748,20180312,12.0,11.0,4.0,5.0,5.0
36749,20180312,14.0,12.0,5.0,10.0,6.0
36750,20180312,36.0,17.0,14.0,21.0,19.0
36751,20180312,60.0,26.0,34.0,45.0,43.0
36752,20180312,70.0,37.0,46.0,55.0,55.0
36753,20180312,66.0,36.0,39.0,47.0,39.0
36754,20180312,61.0,35.0,30.0,40.0,32.0
36755,20180312,51.0,35.0,27.0,38.0,35.0
36756,20180312,51.0,29.0,23.0,37.0,41.0
36757,20180312,22.0,30.0,29.0,41.0,45.0
36758,20180312,48.0,24.0,24.0,36.0,41.0
36759,20180312,38.0,24.0,19.0,31.0,34.0
36760,20180312,42.0,26.0,21.0,33.0,37.0
36761,20180312,53.0,27.0,23.0,38.0,46.0
36762,20180312,64.0,32.0,34.0,54.0,53.0
36763,20180312,66.0,46.0,45.0,66.0,61.0
36764,20180312,74.0,51.0,45.0,64.0,62.0
36765,20180312,70.0,45.0,43.0,55.0,48.0
36766,20180312,57.0,38.0,31.0,43.0,37.0
36767,20180312,44.0,33.0,20.0,40.0,33.0
36768,20180313,28.0,29.0,14.0,27.0,21.0
36769,20180313,23.0,29.0,11.0,17.0,15.0
36770,20180313,24.0,24.0,9.0,12.0,15.0
36771,20180313,18.0,23.0,9.0,14.0,15.0
36772,20180313,21.0,22.0,10.0,16.0,15.0
36773,20180313,42.0,33.0,12.0,20.0,22.0
36774,20180313,67.0,61.0,28.0,61.0,47.0
36775,20180313,87.0,75.0,68.0,86.0,85.0
36776,20180313,92.0,77.0,82.0,89.0,94.0
36777,20180313,89.0,76.0,81.0,81.0,94.0
36778,20180313,78.0,66.0,48.0,63.0,64.0
36779,20180313,58.0,48.0,30.0,48.0,52.0
36780,20180313,53.0,36.0,31.0,43.0,45.0
36781,20180313,53.0,37.0,28.0,38.0,44.0
36782,20180313,47.0,35.0,24.0,45.0,45.0
36783,20180313,54.0,28.0,24.0,35.0,44.0
36784,20180313,58.0,37.0,27.0,46.0,52.0
36785,20180313,72.0,35.0,37.0,53.0,54.0
36786,20180313,70.0,46.0,47.0,58.0,62.0
36787,20180313,84.0,59.0,59.0,76.0,79.0
36788,20180313,84.0,59.0,57.0,79.0,88.0
36789,20180313,95.0,73.0,56.0,76.0,69.0
36790,20180313,85.0,74.0,52.0,74.0,67.0
36791,20180313,80.0,62.0,43.0,59.0,47.0
36792,20180314,60.0,49.0,25.0,39.0,32.0
36793,20180314,39.0,45.0,22.0,37.0,24.0
36794,20180314,37.0,36.0,16.0,30.0,19.0
36795,20180314,30.0,31.0,12.0,25.0,15.0
36796,20180314,38.0,41.0,21.0,32.0,22.0
36797,20180314,36.0,48.0,32.0,31.0,25.0
36798,20180314,61.0,54.0,44.0,44.0,38.0
36799,20180314,80.0,69.0,72.0,65.0,61.0
36800,20180314,92.0,74.0,69.0,82.0,72.0
36801,20180314,83.0,71.0,67.0,79.0,69.0
36802,20180314,61.0,63.0,53.0,58.0,53.0
36803,20180314,55.0,58.0,53.0,54.0,54.0
36804,20180314,51.0,56.0,47.0,54.0,53.0
36805,20180314,42.0,50.0,42.0,42.0,43.0
36806,20180314,39.0,45.0,39.0,46.0,51.0
36807,20180314,42.0,45.0,36.0,47.0,54.0
36808,20180314,48.0,47.0,38.0,51.0,58.0
36809,20180314,55.0,39.0,36.0,51.0,60.0
36810,20180314,61.0,35.0,40.0,51.0,62.0
36811,20180314,74.0,39.0,49.0,57.0,68.0
36812,20180314,78.0,40.0,61.0,68.0,78.0
36813,20180314,78.0,43.0,62.0,70.0,86.0
36814,20180314,44.0,33.0,22.0,32.0,48.0
36815,20180314,28.0,26.0,13.0,25.0,28.0
36816,20180315,29.0,22.0,12.0,15.0,24.0
36817,20180315,21.0,23.0,8.0,13.0,16.0
36818,20180315,14.0,18.0,4.0,10.0,9.0
36819,20180315,12.0,15.0,4.0,10.0,8.0
36820,20180315,15.0,14.0,3.0,9.0,7.0
36821,20180315,15.0,15.0,4.0,11.0,10.0
36822,20180315,35.0,22.0,14.0,25.0,30.0
36823,20180315,74.0,36.0,34.0,57.0,73.0
36824,20180315,80.0,39.0,51.0,73.0,78.0
36825,20180315,78.0,45.0,47.0,53.0,63.0
36826,20180315,70.0,45.0,30.0,49.0,44.0
36827,20180315,64.0,36.0,30.0,51.0,47.0
36828,20180315,63.0,33.0,29.0,49.0,59.0
36829,20180315,47.0,26.0,21.0,36.0,42.0
36830,20180315,42.0,27.0,17.0,35.0,39.0
36831,20180315,38.0,23.0,17.0,28.0,27.0
36832,20180315,46.0,24.0,20.0,33.0,34.0
36833,20180315,56.0,25.0,23.0,41.0,44.0
36834,20180315,61.0,29.0,27.0,49.0,46.0
36835,20180315,69.0,36.0,33.0,63.0,61.0
36836,20180315,68.0,36.0,39.0,61.0,48.0
36837,20180315,62.0,34.0,34.0,53.0,40.0
36838,20180315,50.0,29.0,23.0,36.0,35.0
36839,20180315,47.0,27.0,15.0,28.0,26.0
36840,20180316,40.0,26.0,16.0,26.0,23.0
36841,20180316,31.0,27.0,11.0,18.0,15.0
36842,20180316,20.0,22.0,8.0,14.0,14.0
36843,20180316,19.0,18.0,8.0,10.0,12.0
36844,20180316,15.0,17.0,5.0,12.0,9.0
36845,20180316,21.0,22.0,8.0,10.0,12.0
36846,20180316,38.0,21.0,17.0,23.0,26.0
36847,20180316,61.0,32.0,35.0,45.0,62.0
36848,20180316,77.0,39.0,51.0,54.0,72.0
36849,20180316,74.0,43.0,49.0,51.0,69.0
36850,20180316,56.0,49.0,38.0,42.0,57.0
36851,20180316,60.0,47.0,25.0,38.0,40.0
36852,20180316,48.0,35.0,21.0,30.0,38.0
36853,20180316,43.0,30.0,19.0,35.0,46.0
36854,20180316,49.0,40.0,41.0,37.0,69.0
36855,20180316,64.0,54.0,50.0,61.0,75.0
36856,20180316,58.0,37.0,42.0,45.0,60.0
36857,20180316,57.0,33.0,30.0,39.0,43.0
36858,20180316,64.0,30.0,34.0,46.0,52.0
36859,20180316,72.0,41.0,52.0,59.0,58.0
36860,20180316,72.0,45.0,54.0,66.0,66.0
36861,20180316,69.0,46.0,44.0,59.0,53.0
36862,20180316,66.0,44.0,31.0,47.0,49.0
36863,20180316,55.0,36.0,22.0,33.0,33.0
36864,20180317,49.0,29.0,19.0,26.0,30.0
36865,20180317,48.0,28.0,19.0,22.0,23.0
36866,20180317,41.0,24.0,13.0,20.0,21.0
36867,20180317,27.0,19.0,11.0,18.0,16.0
36868,20180317,25.0,17.0,8.0,15.0,13.0
36869,20180317,18.0,24.0,6.0,16.0,16.0
36870,20180317,24.0,24.0,8.0,17.0,20.0
36871,20180317,29.0,22.0,13.0,23.0,27.0
36872,20180317,35.0,28.0,21.0,33.0,37.0
36873,20180317,50.0,31.0,24.0,33.0,39.0
36874,20180317,54.0,35.0,28.0,33.0,47.0
36875,20180317,58.0,36.0,34.0,44.0,44.0
36876,20180317,55.0,41.0,34.0,38.0,51.0
36877,20180317,51.0,33.0,32.0,34.0,44.0
36878,20180317,43.0,33.0,22.0,27.0,31.0
36879,20180317,27.0,37.0,18.0,19.0,23.0
36880,20180317,36.0,34.0,21.0,22.0,30.0
36881,20180317,48.0,33.0,21.0,27.0,32.0
36882,20180317,60.0,38.0,27.0,34.0,48.0
36883,20180317,74.0,41.0,46.0,51.0,66.0
36884,20180317,71.0,39.0,53.0,63.0,71.0
36885,20180317,81.0,45.0,57.0,61.0,77.0
36886,20180317,68.0,53.0,44.0,57.0,61.0
36887,20180317,67.0,42.0,36.0,39.0,59.0
36888,20180318,74.0,35.0,35.0,31.0,56.0
36889,20180318,67.0,41.0,38.0,42.0,49.0
36890,20180318,64.0,41.0,23.0,31.0,34.0
36891,20180318,48.0,38.0,18.0,25.0,32.0
36892,20180318,51.0,34.0,11.0,16.0,26.0
36893,20180318,46.0,39.0,13.0,16.0,26.0
36894,20180318,48.0,33.0,17.0,19.0,21.0
36895,20180318,42.0,29.0,19.0,22.0,20.0
36896,20180318,41.0,42.0,22.0,23.0,30.0
36897,20180318,31.0,33.0,14.0,12.0,18.0
36898,20180318,32.0,31.0,15.0,13.0,15.0
36899,20180318,35.0,32.0,15.0,17.0,17.0
36900,20180318,29.0,37.0,15.0,15.0,19.0
36901,20180318,36.0,34.0,19.0,18.0,22.0
36902,20180318,36.0,32.0,19.0,19.0,24.0
36903,20180318,34.0,29.0,13.0,14.0,23.0
36904,20180318,28.0,33.0,13.0,19.0,23.0
36905,20180318,32.0,39.0,24.0,19.0,30.0
36906,20180318,59.0,45.0,30.0,33.0,35.0
36907,20180318,65.0,51.0,33.0,42.0,44.0
36908,20180318,75.0,48.0,50.0,61.0,63.0
36909,20180318,63.0,41.0,62.0,59.0,50.0
36910,20180318,69.0,43.0,38.0,42.0,55.0
36911,20180318,51.0,43.0,21.0,29.0,36.0
36912,20180319,35.0,38.0,14.0,18.0,24.0
36913,20180319,26.0,32.0,7.0,11.0,13.0
36914,20180319,20.0,26.0,10.0,10.0,12.0
36915,20180319,16.0,28.0,11.0,12.0,8.0
36916,20180319,20.0,25.0,8.0,7.0,10.0
36917,20180319,24.0,33.0,10.0,14.0,14.0
36918,20180319,49.0,26.0,21.0,30.0,37.0
36919,20180319,88.0,66.0,58.0,76.0,88.0
36920,20180319,89.0,67.0,69.0,70.0,81.0
36921,20180319,79.0,71.0,65.0,78.0,72.0
36922,20180319,70.0,50.0,40.0,48.0,49.0
36923,20180319,63.0,51.0,39.0,49.0,45.0
36924,20180319,65.0,44.0,45.0,48.0,49.0
36925,20180319,70.0,43.0,47.0,48.0,49.0
36926,20180319,69.0,46.0,45.0,49.0,53.0
36927,20180319,56.0,37.0,33.0,39.0,44.0
36928,20180319,53.0,46.0,30.0,34.0,46.0
36929,20180319,49.0,45.0,34.0,34.0,36.0
36930,20180319,54.0,47.0,34.0,46.0,55.0
36931,20180319,88.0,58.0,43.0,58.0,59.0
36932,20180319,64.0,54.0,36.0,45.0,53.0
36933,20180319,43.0,44.0,34.0,38.0,36.0
36934,20180319,35.0,39.0,23.0,27.0,26.0
36935,20180319,27.0,43.0,17.0,20.0,24.0
36936,20180320,30.0,28.0,11.0,14.0,13.0
36937,20180320,17.0,23.0,7.0,9.0,8.0
36938,20180320,18.0,24.0,5.0,6.0,7.0
36939,20180320,15.0,20.0,4.0,6.0,6.0
36940,20180320,14.0,19.0,5.0,6.0,5.0
36941,20180320,13.0,22.0,8.0,8.0,8.0
36942,20180320,35.0,30.0,19.0,20.0,34.0
36943,20180320,83.0,49.0,51.0,57.0,83.0
36944,20180320,72.0,66.0,77.0,59.0,95.0
36945,20180320,65.0,62.0,69.0,37.0,49.0
36946,20180320,52.0,58.0,37.0,34.0,47.0
36947,20180320,56.0,57.0,41.0,35.0,45.0
36948,20180320,46.0,54.0,38.0,33.0,35.0
36949,20180320,47.0,51.0,33.0,27.0,30.0
36950,20180320,40.0,40.0,31.0,27.0,32.0
36951,20180320,38.0,45.0,37.0,17.0,29.0
36952,20180320,41.0,49.0,36.0,23.0,37.0
36953,20180320,48.0,51.0,35.0,26.0,40.0
36954,20180320,60.0,56.0,43.0,22.0,42.0
36955,20180320,53.0,51.0,41.0,34.0,43.0
36956,20180320,63.0,57.0,50.0,33.0,50.0
36957,20180320,51.0,52.0,41.0,25.0,30.0
36958,20180320,41.0,51.0,37.0,19.0,28.0
36959,20180320,26.0,40.0,22.0,13.0,16.0
36960,20180321,20.0,33.0,15.0,11.0,14.0
36961,20180321,14.0,28.0,11.0,8.0,13.0
36962,20180321,14.0,27.0,12.0,8.0,10.0
36963,20180321,13.0,23.0,10.0,8.0,9.0
36964,20180321,13.0,26.0,11.0,8.0,8.0
36965,20180321,16.0,23.0,13.0,8.0,15.0
36966,20180321,32.0,45.0,22.0,17.0,29.0
36967,20180321,71.0,70.0,75.0,56.0,84.0
36968,20180321,79.0,83.0,88.0,58.0,57.0
36969,20180321,59.0,75.0,62.0,28.0,30.0
36970,20180321,54.0,69.0,41.0,22.0,29.0
36971,20180321,49.0,68.0,44.0,20.0,26.0
36972,20180321,46.0,59.0,41.0,21.0,31.0
36973,20180321,45.0,66.0,38.0,20.0,29.0
36974,20180321,44.0,57.0,43.0,14.0,24.0
36975,20180321,39.0,47.0,38.0,15.0,26.0
36976,20180321,44.0,47.0,35.0,26.0,40.0
36977,20180321,48.0,53.0,43.0,36.0,43.0
36978,20180321,56.0,52.0,41.0,35.0,47.0
36979,20180321,64.0,53.0,51.0,46.0,57.0
36980,20180321,68.0,61.0,61.0,51.0,68.0
36981,20180321,58.0,60.0,46.0,37.0,58.0
36982,20180321,48.0,57.0,34.0,26.0,46.0
36983,20180321,41.0,50.0,32.0,20.0,41.0
36984,20180322,31.0,46.0,33.0,15.0,20.0
36985,20180322,31.0,41.0,24.0,14.0,23.0
36986,20180322,20.0,40.0,16.0,12.0,13.0
36987,20180322,18.0,31.0,14.0,10.0,11.0
36988,20180322,19.0,35.0,28.0,12.0,16.0
36989,20180322,27.0,35.0,30.0,17.0,22.0
36990,20180322,60.0,54.0,62.0,37.0,76.0
36991,20180322,102.0,74.0,93.0,94.0,112.0
36992,20180322,100.0,93.0,100.0,84.0,121.0
36993,20180322,84.0,87.0,86.0,84.0,96.0
36994,20180322,87.0,90.0,76.0,80.0,72.0
36995,20180322,71.0,74.0,76.0,77.0,86.0
36996,20180322,71.0,75.0,65.0,69.0,74.0
36997,20180322,68.0,60.0,55.0,63.0,68.0
36998,20180322,56.0,47.0,45.0,48.0,62.0
36999,20180322,53.0,49.0,33.0,45.0,47.0
